Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Batuhan,2024-08-31 00:23:41,00:00:04,Autoplayed: user action: None; ,Supporting Character Clip: Fistful of Vengeance,HOOK,Sony PS5,00:00:04,00:00:04,TR (Turkey)
Batuhan,2024-08-31 00:23:20,00:00:02,Autoplayed: user action: None; ,Green Snake,,Sony PS5,00:00:02,Not latest view,TR (Turkey)
Batuhan,2024-08-31 00:22:40,00:00:34,Autoplayed: user action: None; ,Villain / Antagonist Clip: Green Snake,HOOK,Sony PS5,00:00:34,Not latest view,TR (Turkey)
Batuhan,2024-08-31 00:22:19,00:00:16,Autoplayed: user action: None; ,Trailer 2: Space Sweepers,TRAILER,Sony PS5,00:00:16,00:00:16,TR (Turkey)
Batuhan,2024-08-31 00:21:43,00:00:21,Autoplayed: user action: None; ,Buddy (Telugu Movie)_hook_04_16x9,HOOK,Sony PS5,00:00:21,00:00:21,TR (Turkey)
Batuhan,2024-08-30 15:35:45,00:01:38,,Lucifer: Season 2: Stewardess Interruptus (Episode 11),,Sony PS5,00:27:03,Not latest view,TR (Turkey)
Batuhan,2024-08-30 14:53:34,00:01:00,Autoplayed: user action: None; ,Manifest: Season 1_hook_primary_16x9,HOOK,Sony PS5,00:01:00,00:01:00,TR (Turkey)
Batuhan,2024-08-30 13:32:03,00:00:13,Autoplayed: user action: None; ,Season 1 Villain / Antagonist Clip: The Witcher: Blood Origin,HOOK,Sony PS5,00:00:13,00:00:13,TR (Turkey)
Batuhan,2024-08-30 04:58:18,00:00:04,Autoplayed: user action: None; ,Lucifer: Season 2: Candy Morningstar (Episode 14),,Sony PS5,00:00:59,Not latest view,TR (Turkey)
Batuhan,2024-08-30 04:16:10,00:42:07,,Lucifer: Season 2: A Good Day to Die (Episode 13),,Sony PS5,00:43:04,Not latest view,TR (Turkey)
Batuhan,2024-08-30 03:33:38,00:42:31,,Lucifer: Season 2: Love Handles (Episode 12),,Sony PS5,00:43:19,Not latest view,TR (Turkey)
Batuhan,2024-08-30 02:51:50,00:41:44,,Lucifer: Season 2: Stewardess Interruptus (Episode 11),,Sony PS5,00:42:34,Not latest view,TR (Turkey)
Batuhan,2024-08-30 02:21:54,00:21:23,,Lucifer: Season 2: Quid Pro Ho (Episode 10),,Sony PS5,00:43:58,00:43:58,TR (Turkey)
Batuhan,2024-08-29 16:30:25,00:25:38,,Lucifer: Season 2: Quid Pro Ho (Episode 10),,Sony PS5,00:24:53,Not latest view,TR (Turkey)
Batuhan,2024-08-29 15:40:36,00:43:12,,Lucifer: Season 2: Homewrecker (Episode 9),,Sony PS5,00:43:15,00:43:15,TR (Turkey)
Batuhan,2024-08-29 13:27:38,00:00:01,,Lucifer: Season 2: Homewrecker (Episode 9),,Sony PS5,00:00:40,Not latest view,TR (Turkey)
Batuhan,2024-08-29 12:45:08,00:42:20,Autoplayed: user action: User_Interaction; ,Lucifer: Season 2: Trip to Stabby Town (Episode 8),,Sony PS5,00:42:45,00:42:45,TR (Turkey)
Batuhan,2024-08-29 12:00:45,00:42:52,Autoplayed: user action: User_Interaction; ,Lucifer: Season 2: My Little Monkey (Episode 7),,Sony PS5,00:43:12,00:43:12,TR (Turkey)
Batuhan,2024-08-29 11:36:30,00:22:16,,Lucifer: Season 2: Monster (Episode 6),,Sony PS5,00:42:44,00:42:44,TR (Turkey)
Batuhan,2024-08-29 11:36:03,00:00:05,,Lucifer: Season 2: Homewrecker (Episode 9),,Sony PS5,00:00:05,Not latest view,TR (Turkey)
Batuhan,2024-08-29 11:35:55,00:00:02,,The Gentlemen: Season 1: Refined Aggression (Episode 1),,Sony PS5,00:00:02,Not latest view,TR (Turkey)
Batuhan,2024-08-29 02:10:16,00:00:04,Autoplayed: user action: None; ,Lucifer: Season 2: Homewrecker (Episode 9),,Sony PS5,00:00:42,Not latest view,TR (Turkey)
Batuhan,2024-08-29 01:28:15,00:42:00,Autoplayed: user action: None; ,Lucifer: Season 2: Trip to Stabby Town (Episode 8),,Sony PS5,00:42:48,Not latest view,TR (Turkey)
Batuhan,2024-08-29 00:45:38,00:42:37,,Lucifer: Season 2: My Little Monkey (Episode 7),,Sony PS5,00:43:11,Not latest view,TR (Turkey)
Batuhan,2024-08-28 23:59:56,00:41:51,Autoplayed: user action: User_Interaction; ,Lucifer: Season 2: Monster (Episode 6),,Sony PS5,00:42:45,Not latest view,TR (Turkey)
Batuhan,2024-08-28 23:17:16,00:42:39,Autoplayed: user action: User_Interaction; ,Lucifer: Season 2: The Weaponizer (Episode 5),,Sony PS5,00:43:13,00:43:13,TR (Turkey)
Batuhan,2024-08-28 22:30:58,00:40:50,Autoplayed: user action: User_Interaction; ,Lucifer: Season 2: Lady Parts (Episode 4),,Sony PS5,00:41:26,00:41:26,TR (Turkey)
Batuhan,2024-08-28 21:48:11,00:42:45,,Lucifer: Season 2: Sin-Eater (Episode 3),,Sony PS5,00:43:13,00:43:13,TR (Turkey)
Batuhan,2024-08-28 20:54:07,00:00:07,Autoplayed: user action: None; ,Breaking Bad: Season 1_hook_02_16x9,HOOK,Sony PS5,00:00:07,00:00:07,TR (Turkey)
Batuhan,2024-08-28 17:06:41,00:42:30,Autoplayed: user action: User_Interaction; ,"Lucifer: Season 2: Liar, Liar, Slutty Dress on Fire (Episode 2)",,Sony PS5,00:43:16,00:43:16,TR (Turkey)
Batuhan,2024-08-28 16:24:13,00:42:27,Autoplayed: user action: User_Interaction; ,Lucifer: Season 2: Everything's Coming Up Lucifer (Episode 1),,Sony PS5,00:43:14,00:43:14,TR (Turkey)
Batuhan,2024-08-28 15:21:42,00:00:09,Autoplayed: user action: None; ,Lucifer: Season 2: Everything's Coming Up Lucifer (Episode 1),,Sony PS5,00:01:01,Not latest view,TR (Turkey)
Batuhan,2024-08-28 14:31:46,00:42:05,,Lucifer: Season 1: Take Me Back to Hell (Episode 13),,Sony PS5,00:43:10,00:43:10,TR (Turkey)
Batuhan,2024-08-28 13:48:08,00:42:36,Autoplayed: user action: User_Interaction; ,Lucifer: Season 1: #TeamLucifer (Episode 12),,Sony PS5,00:43:15,00:43:15,TR (Turkey)
Batuhan,2024-08-28 13:05:39,00:42:10,,Lucifer: Season 1: St. Lucifer (Episode 11),,Sony PS5,00:42:48,00:42:48,TR (Turkey)
Batuhan,2024-08-28 13:04:46,00:00:28,,Lucifer: Season 1: Wingman (Episode 7),,Sony PS5,00:01:24,00:01:24,TR (Turkey)
Batuhan,2024-08-28 13:04:28,00:00:01,Autoplayed: user action: User_Interaction; ,Lucifer: Season 1: St. Lucifer (Episode 11),,Sony PS5,00:00:01,Not latest view,TR (Turkey)
Batuhan,2024-08-28 13:03:33,00:00:50,Autoplayed: user action: None; ,Money Heist (Trailer),TRAILER,Sony PS5,00:00:50,Not latest view,TR (Turkey)
Batuhan,2024-08-27 22:07:05,00:00:13,Autoplayed: user action: None; ,Dark: Season 2 (Trailer),TRAILER,Sony PS5,00:00:13,00:00:13,TR (Turkey)
Batuhan,2024-08-27 22:06:51,00:00:09,Autoplayed: user action: None; ,Lucy_hook_primary_16x9,HOOK,Sony PS5,00:00:09,00:00:09,TR (Turkey)
Batuhan,2024-08-27 17:27:07,02:01:20,,21,,Sony PS5,01:59:45,01:59:45,TR (Turkey)
Batuhan,2024-08-27 17:26:49,00:00:15,Autoplayed: user action: None; ,21_Autohook_6_16x9,HOOK,Sony PS5,00:00:15,00:00:15,TR (Turkey)
Batuhan,2024-08-27 17:25:56,00:00:05,Autoplayed: user action: None; ,Season 1 Trailer: The Bastard Son & The Devil Himself,TRAILER,Sony PS5,00:00:05,00:00:05,TR (Turkey)
Batuhan,2024-08-27 17:23:21,00:02:32,,Trailer: DAHMER,TRAILER,Sony PS5,00:02:32,00:02:32,TR (Turkey)
Batuhan,2024-08-27 17:22:19,00:00:44,Autoplayed: user action: None; ,Season 1 Trailer: Outer Banks,TRAILER,Sony PS5,00:00:44,Not latest view,TR (Turkey)
Batuhan,2024-08-27 17:21:47,00:00:30,Autoplayed: user action: None; ,Season 1 Trailer: Surviving Summer,TRAILER,Sony PS5,00:00:30,00:00:30,TR (Turkey)
Batuhan,2024-08-27 17:20:36,00:00:56,Autoplayed: user action: None; ,Suits: Season 1_hook_primary_16x9,HOOK,Sony PS5,00:00:56,Not latest view,TR (Turkey)
Batuhan,2024-08-26 23:21:00,00:02:13,,Season 1 Trailer: Avatar The Last Airbender,TRAILER,Sony PS5,00:02:13,Not latest view,TR (Turkey)
Batuhan,2024-08-26 23:18:23,00:02:35,,Season 1 Trailer: Locke & Key,TRAILER,Sony PS5,00:02:35,00:02:35,TR (Turkey)
Batuhan,2024-08-26 23:17:07,00:01:14,,Season 2 Trailer: Shahmaran,TRAILER,Sony PS5,00:01:14,00:01:14,TR (Turkey)
Batuhan,2024-08-26 23:14:45,00:02:19,,Season 1 Trailer: Fate: The Winx Saga,TRAILER,Sony PS5,00:02:19,00:02:19,TR (Turkey)
Batuhan,2024-08-26 23:13:49,00:00:55,,Suits: Season 1_hook_primary_16x9,HOOK,Sony PS5,00:00:55,Not latest view,TR (Turkey)
Batuhan,2024-08-26 23:11:42,00:02:05,,Season 1 Trailer: The Sandman,TRAILER,Sony PS5,00:02:05,Not latest view,TR (Turkey)
Batuhan,2024-08-26 23:09:24,00:02:16,,Season 4 Trailer: The Umbrella Academy,TRAILER,Sony PS5,00:02:16,00:02:16,TR (Turkey)
Batuhan,2024-08-26 23:06:53,00:02:30,,Chilling Adventures of Sabrina: Part 1 (Trailer),TRAILER,Sony PS5,00:02:30,Not latest view,TR (Turkey)
Batuhan,2024-08-26 23:04:37,00:02:14,,Stranger Things 1 (Trailer),TRAILER,Sony PS5,00:02:14,Not latest view,TR (Turkey)
Batuhan,2024-08-26 23:03:17,00:01:19,,Venom: Let There Be Carnage_hook_primary_16x9,HOOK,Sony PS5,00:01:19,00:01:19,TR (Turkey)
Batuhan,2024-08-26 23:02:36,00:00:39,,Dexter: Season 1_hook_primary_16x9,HOOK,Sony PS5,00:00:39,Not latest view,TR (Turkey)
Batuhan,2024-08-26 23:01:34,00:00:59,,Vikings: Season 1_hook_primary_16x9,HOOK,Sony PS5,00:00:59,Not latest view,TR (Turkey)
Batuhan,2024-08-26 23:00:33,00:01:00,,Breaking Bad: Season 1_hook_primary_16x9,HOOK,Sony PS5,00:01:00,Not latest view,TR (Turkey)
Batuhan,2024-08-26 22:59:27,00:01:04,,Shadowhunters (Trailer),TRAILER,Sony PS5,00:01:04,Not latest view,TR (Turkey)
Batuhan,2024-08-26 22:57:22,00:02:04,,Season 1 Trailer: The Witcher,TRAILER,Sony PS5,00:02:04,Not latest view,TR (Turkey)
Batuhan,2024-08-26 20:54:42,02:01:04,Autoplayed: user action: User_Interaction; ,King Arthur: Legend of the Sword,,Sony PS5,01:59:53,Not latest view,TR (Turkey)
Batuhan,2024-08-26 20:54:09,00:00:12,Autoplayed: user action: None; ,King Arthur: Legend of the Sword_hook_primary_16x9,HOOK,Sony PS5,00:00:12,00:00:12,TR (Turkey)
Batuhan,2024-08-26 20:53:37,00:00:07,Autoplayed: user action: None; ,Season 3 Genre Specific Moment Clip 2: The Witcher,HOOK,Sony PS5,00:00:07,Not latest view,TR (Turkey)
Batuhan,2024-08-26 20:53:13,00:00:15,Autoplayed: user action: None; ,Scooby-Doo 2: Monsters Unleashed_hook_primary_16x9,HOOK,Sony PS5,00:00:15,00:00:15,TR (Turkey)
Batuhan,2024-08-26 20:53:05,00:00:05,Autoplayed: user action: None; ,Jumanji: The Next Level - Upper Bound Clip 10,HOOK,Sony PS5,00:00:05,00:00:05,TR (Turkey)
Batuhan,2024-08-26 20:51:44,00:00:04,Autoplayed: user action: None; ,Kingsman: The Secret Service_hook_04_16x9,HOOK,Sony PS5,00:00:04,00:00:04,TR (Turkey)
Batuhan,2024-08-26 20:51:35,00:00:05,Autoplayed: user action: None; ,Kingsman: The Golden Circle_hook_primary_16x9,HOOK,Sony PS5,00:00:05,00:00:05,TR (Turkey)
Batuhan,2024-08-26 20:51:16,00:00:14,Autoplayed: user action: None; ,Supporting Character Clip: The Union,HOOK,Sony PS5,00:00:14,Not latest view,TR (Turkey)
Batuhan,2024-08-26 20:50:55,00:00:08,Autoplayed: user action: None; ,Teaser 2: Luther: The Fallen Sun,TEASER_TRAILER,Sony PS5,00:00:08,00:00:08,TR (Turkey)
Batuhan,2024-08-26 15:33:52,00:09:27,Autoplayed: user action: User_Interaction; ,"The Witcher: Blood Origin: Limited Series: Of Warriors, Wakes, and Wondrous Worlds (Episode 3)",,Sony PS5,00:09:25,00:09:25,TR (Turkey)
Batuhan,2024-08-26 15:33:36,00:00:04,Autoplayed: user action: None; ,Season 6 Trailer: Peaky Blinders,TRAILER,Sony PS5,00:00:04,00:00:04,TR (Turkey)
Batuhan,2024-08-26 12:18:25,00:00:07,Autoplayed: user action: None; ,Lucifer: Season 1: St. Lucifer (Episode 11),,Sony PS5,00:00:49,Not latest view,TR (Turkey)
Batuhan,2024-08-26 11:34:29,00:42:36,Autoplayed: user action: User_Interaction; ,Lucifer: Season 1: Pops (Episode 10),,Sony PS5,00:43:16,00:43:16,TR (Turkey)
Batuhan,2024-08-26 10:53:05,00:41:24,,Lucifer: Season 1: A Priest Walks into a Bar (Episode 9),,Sony PS5,00:42:07,00:42:07,TR (Turkey)
Batuhan,2024-08-26 10:08:23,00:43:06,Autoplayed: user action: User_Interaction; ,"Lucifer: Season 1: Et Tu, Doctor? (Episode 8)",,Sony PS5,00:42:31,00:42:31,TR (Turkey)
Batuhan,2024-08-26 09:26:23,00:42:00,,Lucifer: Season 1: Wingman (Episode 7),,Sony PS5,00:42:58,Not latest view,TR (Turkey)
Batuhan,2024-08-26 09:16:05,00:10:15,,Lucifer: Season 1: Favorite Son (Episode 6),,Sony PS5,00:42:48,00:42:48,TR (Turkey)
Batuhan,2024-08-26 07:54:43,00:19:48,,Lucifer: Season 1: Favorite Son (Episode 6),,Sony PS5,00:32:35,Not latest view,TR (Turkey)
Batuhan,2024-08-26 02:20:58,00:00:04,Autoplayed: user action: None; ,Lucifer: Season 1: A Priest Walks into a Bar (Episode 9),,Sony PS5,00:00:47,Not latest view,TR (Turkey)
Batuhan,2024-08-26 01:39:22,00:41:35,,"Lucifer: Season 1: Et Tu, Doctor? (Episode 8)",,Sony PS5,00:42:34,Not latest view,TR (Turkey)
Batuhan,2024-08-26 00:57:22,00:41:59,,Lucifer: Season 1: Wingman (Episode 7),,Sony PS5,00:42:57,Not latest view,TR (Turkey)
Batuhan,2024-08-26 00:17:29,00:39:44,Autoplayed: user action: User_Interaction; ,Lucifer: Season 1: Favorite Son (Episode 6),,Sony PS5,00:42:48,Not latest view,TR (Turkey)
Batuhan,2024-08-26 00:11:02,00:01:50,,Lucifer: Season 1: Favorite Son (Episode 6),,Sony PS5,00:02:58,Not latest view,TR (Turkey)
Batuhan,2024-08-25 23:21:13,00:48:05,,Real Steel,,Sony PS5,00:48:06,00:48:06,TR (Turkey)
Batuhan,2024-08-25 23:18:50,00:00:09,Autoplayed: user action: None; ,Sevmek Yüzünden_hook_01_16x9,HOOK,Sony PS5,00:00:09,00:00:09,TR (Turkey)
Batuhan,2024-08-25 21:26:29,01:50:48,Autoplayed: user action: User_Interaction; ,Luther: The Fallen Sun,,Sony PS5,01:50:48,01:50:48,TR (Turkey)
Batuhan,2024-08-25 19:23:11,00:00:04,Autoplayed: user action: None; ,Sevmek Yüzünden_hook_01_16x9,HOOK,Sony PS5,00:00:04,Not latest view,TR (Turkey)
Batuhan,2024-08-25 19:13:37,00:00:40,Autoplayed: user action: None; ,Moment of High Emotion Clip:  Luther: The Fallen Sun,HOOK,Sony PS5,00:00:40,00:00:40,TR (Turkey)
Batuhan,2024-08-25 19:13:29,00:00:06,Autoplayed: user action: None; ,Trailer: The King,TRAILER,Sony PS5,00:00:06,00:00:06,TR (Turkey)
Batuhan,2024-08-25 19:13:09,00:00:08,Autoplayed: user action: None; ,Dracula Untold_hook_primary_16x9,HOOK,Sony PS5,00:00:08,00:00:08,TR (Turkey)
Batuhan,2024-08-25 19:12:05,00:00:05,Autoplayed: user action: None; ,Dances With the Jackals 6_hook_01_16x9,HOOK,Sony PS5,00:00:05,00:00:05,TR (Turkey)
Batuhan,2024-08-25 12:39:41,00:02:23,,"The Witcher: Blood Origin: Limited Series: Of Warriors, Wakes, and Wondrous Worlds (Episode 3)",,Sony PS5,00:02:28,Not latest view,TR (Turkey)
Batuhan,2024-08-25 12:39:01,00:00:38,Autoplayed: user action: User_Interaction; ,"The Witcher: Blood Origin: Limited Series: Of Dreams, Defiance, and Desperate Deeds (Episode 2)",,Sony PS5,00:42:45,00:42:45,TR (Turkey)
Batuhan,2024-08-25 11:37:02,00:42:04,,"The Witcher: Blood Origin: Limited Series: Of Dreams, Defiance, and Desperate Deeds (Episode 2)",,Sony PS5,00:42:10,Not latest view,TR (Turkey)
Batuhan,2024-08-25 10:26:35,01:01:54,,"The Witcher: Blood Origin: Limited Series: Of Ballads, Brawlers, and Bloodied Blades (Episode 1)",,Sony PS5,00:57:49,00:57:49,TR (Turkey)
Batuhan,2024-08-25 10:25:50,00:00:43,Autoplayed: user action: None; ,Season 1 Supporting Character Clip: The Witcher: Blood Origin,HOOK,Sony PS5,00:00:43,00:00:43,TR (Turkey)
Batuhan,2024-08-25 10:25:16,00:00:01,Autoplayed: user action: None; ,The Gentlemen: Season 1: Refined Aggression (Episode 1),,Sony PS5,00:00:01,Not latest view,TR (Turkey)
Batuhan,2024-08-25 10:25:03,00:00:05,Autoplayed: user action: None; ,Part 2 Genre Specific Moment Clip 2: Inside Job,HOOK,Sony PS5,00:00:05,00:00:05,TR (Turkey)
Batuhan,2024-08-25 10:24:57,00:00:04,Autoplayed: user action: None; ,Season 1 Supporting Character Clip: The Witcher: Blood Origin,HOOK,Sony PS5,00:00:04,Not latest view,TR (Turkey)
Batuhan,2024-08-25 10:24:48,00:00:07,Autoplayed: user action: None; ,Season 1 Main Character Intro Clip: Erşan Kuneri,HOOK,Sony PS5,00:00:07,00:00:07,TR (Turkey)
Batuhan,2024-08-25 10:24:04,00:00:07,Autoplayed: user action: None; ,Season 2 Genre Specific Moment Clip: Shahmaran,HOOK,Sony PS5,00:00:07,00:00:07,TR (Turkey)
Batuhan,2024-08-25 10:23:48,00:00:11,Autoplayed: user action: None; ,Season 3 Genre Specific Moment Clip: Ragnarok,HOOK,Sony PS5,00:00:11,00:00:11,TR (Turkey)
Batuhan,2024-08-25 10:23:27,00:00:04,Autoplayed: user action: None; ,Season 2 Supporting Character Clip: Shadow and Bone,HOOK,Sony PS5,00:00:04,00:00:04,TR (Turkey)
Batuhan,2024-08-25 10:23:15,00:00:10,Autoplayed: user action: None; ,Part 4 Trailer 3: Money Heist,TRAILER,Sony PS5,00:00:10,00:00:10,TR (Turkey)
Batuhan,2024-08-25 10:23:09,00:00:01,Autoplayed: user action: None; ,Van Helsing: Season 1: Help Me (Episode 1),,Sony PS5,00:00:01,00:00:01,TR (Turkey)
Batuhan,2024-08-25 10:22:26,00:00:13,Autoplayed: user action: None; ,Making a Murderer (Trailer),TRAILER,Sony PS5,00:00:13,00:00:13,TR (Turkey)
Batuhan,2024-08-25 10:22:18,00:00:06,Autoplayed: user action: None; ,Killing Eve: Season 1_hook_01_16x9,HOOK,Sony PS5,00:00:06,00:00:06,TR (Turkey)
Batuhan,2024-08-25 10:21:56,00:00:16,Autoplayed: user action: None; ,Narcos: Mexico: Season 3 - CLM 4,HOOK,Sony PS5,00:00:16,00:00:16,TR (Turkey)
Batuhan,2024-08-25 10:21:39,00:00:10,Autoplayed: user action: None; ,MINDHUNTER: Season 2 (Trailer),TRAILER,Sony PS5,00:00:10,00:00:10,TR (Turkey)
Batuhan,2024-08-25 10:04:44,00:00:05,Autoplayed: user action: None; ,Moment of High Emotion Clip: Red Notice,HOOK,Sony PS5,00:00:05,00:00:05,TR (Turkey)
Batuhan,2024-08-25 09:59:15,00:00:30,Autoplayed: user action: None; ,Part 2 Trailer: Paradise PD,TRAILER,Sony PS5,00:00:30,00:00:30,TR (Turkey)
Batuhan,2024-08-25 09:58:39,00:00:06,Autoplayed: user action: None; ,Snow White and the Huntsman_hook_primary_16x9,HOOK,Sony PS5,00:00:06,00:00:06,TR (Turkey)
Batuhan,2024-08-25 09:58:27,00:00:10,Autoplayed: user action: None; ,Cliffhanger Clip: Damsel,HOOK,Sony PS5,00:00:10,00:00:10,TR (Turkey)
Batuhan,2024-08-25 09:58:01,00:00:06,Autoplayed: user action: None; ,Season 1 Genre Specific Moment Clip 3: 3 Body Problem,HOOK,Sony PS5,00:00:06,00:00:06,TR (Turkey)
Batuhan,2024-08-25 02:21:20,00:00:04,Autoplayed: user action: None; ,"Lucifer: Season 1: Et Tu, Doctor? (Episode 8)",,Sony PS5,00:01:02,Not latest view,TR (Turkey)
Batuhan,2024-08-25 01:39:20,00:41:59,,Lucifer: Season 1: Wingman (Episode 7),,Sony PS5,00:42:57,Not latest view,TR (Turkey)
Batuhan,2024-08-25 00:57:45,00:41:34,,Lucifer: Season 1: Favorite Son (Episode 6),,Sony PS5,00:42:48,Not latest view,TR (Turkey)
Batuhan,2024-08-25 00:26:23,00:31:21,Autoplayed: user action: User_Interaction; ,Lucifer: Season 1: Sweet Kicks (Episode 5),,Sony PS5,00:42:49,00:42:49,TR (Turkey)
Batuhan,2024-08-25 00:26:11,00:00:09,Autoplayed: user action: None; ,Van Helsing (Trailer),TRAILER,Sony PS5,00:00:09,00:00:09,TR (Turkey)
Batuhan,2024-08-24 15:07:45,00:00:04,Autoplayed: user action: None; ,Trailer: The School for Good and Evil,TRAILER,Sony PS5,00:00:04,Not latest view,TR (Turkey)
Batuhan,2024-08-24 15:07:38,00:00:02,Autoplayed: user action: None; ,Red Notice,,Sony PS5,00:00:02,00:00:02,TR (Turkey)
Batuhan,2024-08-24 15:06:19,00:00:08,Autoplayed: user action: None; ,Kingsman: The Secret Service_hook_primary_16x9,HOOK,Sony PS5,00:00:08,00:00:08,TR (Turkey)
Batuhan,2024-08-24 15:05:32,00:00:04,Autoplayed: user action: None; ,The Mysterious,TEASER_TRAILER,Sony PS5,00:00:04,00:00:04,TR (Turkey)
Batuhan,2024-08-24 15:04:47,00:00:05,Autoplayed: user action: None; ,Part 5 Genre Specific Moment Clip: Disenchantment,HOOK,Sony PS5,00:00:05,00:00:05,TR (Turkey)
Batuhan,2024-08-24 15:04:14,00:00:05,Autoplayed: user action: None; ,Season 4 Trailer: Sex Education,TRAILER,Sony PS5,00:00:05,00:00:05,TR (Turkey)
Batuhan,2024-08-24 15:04:06,00:00:01,Autoplayed: user action: None; ,Vikings: Season 1: Rites of Passage (Episode 1),,Sony PS5,00:00:01,00:00:01,TR (Turkey)
Batuhan,2024-08-24 15:03:31,00:00:14,Autoplayed: user action: None; ,Rick and Morty: Season 1 - CLM 5,HOOK,Sony PS5,00:00:14,00:00:14,TR (Turkey)
Batuhan,2024-08-24 15:01:57,00:00:10,Autoplayed: user action: None; ,Narcos: Season 1 (Trailer),TRAILER,Sony PS5,00:00:10,Not latest view,TR (Turkey)
Batuhan,2024-08-24 15:01:49,00:00:05,Autoplayed: user action: None; ,Season 1 Bonus Video 6: Warrior Nun,HOOK,Sony PS5,00:00:05,00:00:05,TR (Turkey)
Batuhan,2024-08-24 15:00:59,00:00:04,Autoplayed: user action: None; ,Altered Carbon: Season 1_VAR2-RECIPE-1_EDITOR2,TEASER_TRAILER,Sony PS5,00:00:04,00:00:04,TR (Turkey)
Batuhan,2024-08-24 14:58:06,00:00:01,,Terror Tuesday: Extreme: Season 1: Wedding Dress (Episode 2),,Sony PS5,00:00:01,00:00:01,TR (Turkey)
Batuhan,2024-08-24 00:40:40,00:00:05,Autoplayed: user action: None; ,Lucifer: Season 2_hook_primary_16x9,HOOK,Sony PS5,00:00:05,Not latest view,TR (Turkey)
Batuhan,2024-08-23 10:41:10,00:10:21,Autoplayed: user action: User_Interaction; ,Lucifer: Season 1: Sweet Kicks (Episode 5),,Sony PS5,00:11:29,Not latest view,TR (Turkey)
Batuhan,2024-08-23 09:53:18,00:41:47,Autoplayed: user action: User_Interaction; ,Lucifer: Season 1: Manly Whatnots (Episode 4),,Sony PS5,00:41:25,00:41:25,TR (Turkey)
Batuhan,2024-08-23 09:10:38,00:41:30,Autoplayed: user action: User_Interaction; ,Lucifer: Season 1: The Would-Be Prince of Darkness (Episode 3),,Sony PS5,00:42:26,00:42:26,TR (Turkey)
Batuhan,2024-08-23 08:25:08,00:41:36,Autoplayed: user action: User_Interaction; ,"Lucifer: Season 1: Lucifer, Stay. Good Devil. (Episode 2)",,Sony PS5,00:42:52,00:42:52,TR (Turkey)
Batuhan,2024-08-23 07:40:53,00:44:15,Autoplayed: user action: User_Interaction; ,Lucifer: Season 1: Pilot (Episode 1),,Sony PS5,00:44:15,00:44:15,TR (Turkey)
Batuhan,2024-08-23 07:40:30,00:00:12,Autoplayed: user action: None; ,Season 1 Trailer : A Perfect Story,HOOK,Sony PS5,00:00:12,00:00:12,TR (Turkey)
Batuhan,2024-08-23 07:39:49,00:00:08,Autoplayed: user action: None; ,Season 1 Main Character Intro Clip: LOCKWOOD & CO,HOOK,Sony PS5,00:00:08,00:00:08,TR (Turkey)
Batuhan,2024-08-23 07:39:36,00:00:05,Autoplayed: user action: None; ,Cursed: Season 1_VAR2-RECIPE-1_EDITOR2,TEASER_TRAILER,Sony PS5,00:00:05,Not latest view,TR (Turkey)
Batuhan,2024-08-23 07:39:17,00:00:06,Autoplayed: user action: None; ,"Pablo Escobar, el patrón del mal: Pablo Escobar, el patrón del mal: Season 1 - Baseline Clip 2",HOOK,Sony PS5,00:00:06,00:00:06,TR (Turkey)
Batuhan,2024-08-22 21:49:16,01:35:28,Autoplayed: user action: User_Interaction; ,The Dirt,,Sony PS5,01:35:28,01:35:28,TR (Turkey)
Batuhan,2024-08-22 11:23:07,00:00:01,Autoplayed: user action: None; ,Dexter: Season 1: Dexter (Episode 1),,Sony PS5,00:00:01,00:00:01,TR (Turkey)
Batuhan,2024-08-22 11:22:32,00:00:15,Autoplayed: user action: None; ,Season 1 Hook Clip 4: Outer Banks,HOOK,Sony PS5,00:00:15,00:00:15,TR (Turkey)
Batuhan,2024-08-22 11:22:17,00:00:11,Autoplayed: user action: None; ,Season 2 Teaser: As the Crow Flies,TEASER_TRAILER,Sony PS5,00:00:11,00:00:11,TR (Turkey)
Batuhan,2024-08-22 11:21:34,00:00:01,Autoplayed: user action: None; ,"The Witcher: Blood Origin: Limited Series: Of Ballads, Brawlers, and Bloodied Blades (Episode 1)",,Sony PS5,00:00:01,Not latest view,TR (Turkey)
Batuhan,2024-08-22 11:21:12,00:00:04,Autoplayed: user action: None; ,Season 1 Teaser 1: Wednesday,TEASER_TRAILER,Sony PS5,00:00:04,Not latest view,TR (Turkey)
Batuhan,2024-08-22 11:21:07,00:00:01,Autoplayed: user action: None; ,Warrior Nun: Season 1: Psalm 46:5 (Episode 1),,Sony PS5,00:00:01,00:00:01,TR (Turkey)
Batuhan,2024-08-22 11:21:01,00:00:01,Autoplayed: user action: None; ,The Witcher: Season 1: The End’s Beginning (Episode 1),,Sony PS5,00:00:01,00:00:01,TR (Turkey)
Batuhan,2024-08-22 02:51:59,00:00:55,,Suits: Season 1_hook_primary_16x9,HOOK,Sony PS5,00:00:55,Not latest view,TR (Turkey)
Batuhan,2024-08-22 02:50:03,00:01:55,,The Order: Season 1 Trailer 1,TRAILER,Sony PS5,00:01:55,00:01:55,TR (Turkey)
Batuhan,2024-08-22 02:49:38,00:00:23,,The Walking Dead: Season 1_hook_primary_16x9,HOOK,Sony PS5,00:00:23,00:00:23,TR (Turkey)
